16055	269	2	1099	2.99	2022-05-20 15:54:02.174545+00
16057	270	1	1040	4.99	2022-05-11 09:27:17.752545+00
16067	274	2	301	2.99	2022-05-11 03:38:43.477404+00
16068	274	1	394	5.99	2022-05-04 07:27:05.030262+00
16070	274	1	892	4.99	2022-05-15 05:32:14.136295+00
16079	281	2	650	2.99	2022-05-21 01:41:55.279066+00
16083	282	2	564	0.99	2022-05-14 11:24:41.513452+00
16084	284	2	423	0.99	2022-05-28 15:14:23.196325+00
16085	284	2	791	0.99	2022-05-15 13:50:04.749639+00
16086	284	1	1145	6.99	2022-05-22 01:07:51.171344+00
16093	288	1	503	4.99	2022-05-06 05:18:49.065148+00
16096	291	1	54	4.99	2022-05-26 01:34:44.655616+00
16099	292	1	324	0.99	2022-05-26 16:31:55.427737+00
16101	293	1	924	4.99	2022-05-20 06:57:45.099138+00
16125	304	1	135	10.99	2022-05-03 13:58:33.135578+00
16128	305	2	69	2.99	2022-05-29 16:24:31.327433+00
16135	308	2	589	3.99	2022-05-11 21:29:38.878145+00
16147	312	2	1079	6.99	2022-05-22 01:00:19.263516+00
16150	313	2	781	0.99	2022-05-04 01:07:45.109719+00
16151	313	2	843	0.99	2022-05-18 14:33:46.571296+00
16152	314	1	80	5.99	2022-05-13 03:02:58.918221+00
16153	314	1	440	4.99	2022-05-21 08:48:19.060217+00
16159	317	1	107	6.99	2022-05-14 08:05:26.104632+00
16161	319	1	15	9.99	2022-05-12 00:44:28.347268+00
16163	319	1	439	2.99	2022-05-02 12:41:56.413228+00
16168	322	1	269	4.99	2022-05-31 15:29:32.757941+00
16178	328	2	862	2.99	2022-05-03 12:08:12.559622+00
16181	331	2	87	0.99	2022-05-13 13:03:20.004638+00
16188	337	1	374	6.99	2022-05-12 19:01:36.968613+00
16190	337	1	839	8.99	2022-05-07 12:03:00.213083+00
16203	349	1	890	4.99	2022-05-06 22:53:38.937614+00
16214	357	1	144	2.99	2022-05-08 16:08:34.473398+00
