16050	269	2	7	1.99	2022-06-21 07:41:50.707316+00
16052	269	2	678	6.99	2022-06-26 22:37:21.783785+00
16054	269	1	750	4.99	2022-06-02 03:29:53.30199+00
16062	272	1	1072	0.99	2022-06-15 01:19:29.001208+00
16073	276	1	860	10.99	2022-06-03 20:10:31.235993+00
16082	282	2	282	6.99	2022-06-16 22:40:15.876421+00
16087	286	2	81	6.99	2022-06-13 11:45:57.632947+00
16088	287	2	498	0.99	2022-06-01 23:42:21.196221+00
16090	287	2	964	2.99	2022-06-24 18:34:14.628273+00
16098	291	1	1012	2.99	2022-06-13 21:32:26.747244+00
16104	295	2	371	3.99	2022-06-13 15:43:37.699961+00
16113	299	2	606	8.99	2022-06-14 02:54:29.039214+00
16117	301	2	27	4.99	2022-06-28 10:16:51.20069+00
16138	310	2	104	0.99	2022-06-10 09:12:24.278218+00
16142	311	2	990	3.99	2022-06-21 17:04:00.273053+00
16145	312	1	530	0.99	2022-06-07 19:11:28.999449+00
16146	312	2	1049	4.99	2022-06-18 19:51:24.241656+00
16149	313	2	712	2.99	2022-06-30 07:21:07.717505+00
16157	316	1	644	8.99	2022-06-18 04:23:31.52441+00
16172	324	2	563	3.99	2022-06-02 10:52:17.163439+00
16182	331	1	996	2.99	2022-06-16 05:01:36.90073+00
16186	334	1	13	6.99	2022-06-30 01:08:55.600669+00
16191	338	1	675	0.99	2022-06-05 05:24:39.352555+00
16207	352	1	784	2.99	2022-06-07 10:31:57.354435+00
16209	354	1	140	0.99	2022-06-28 02:50:36.562604+00
16210	354	2	158	1.99	2022-06-14 03:37:58.864546+00
16217	358	2	858	4.99	2022-06-12 15:48:35.899397+00
16221	360	1	633	0.99	2022-06-16 00:10:27.611602+00
16224	361	2	1120	4.99	2022-06-03 19:05:28.580978+00
16227	364	1	462	5.99	2022-06-24 09:52:40.090107+00
16229	365	1	231	4.99	2022-06-11 05:30:03.650325+00
16236	368	1	949	2.99	2022-06-09 15:57:05.885284+00
16242	371	2	286	6.99	2022-06-14 23:18:57.677649+00
16248	372	1	638	2.99	2022-06-18 18:56:37.304781+00
16262	381	2	169	0.99	2022-06-19 15:17:22.28249+00
16274	385	2	1038	4.99	2022-06-30 16:57:11.076254+00
16278	387	1	841	4.99	2022-06-15 02:41:07.979506+00
16284	390	2	912	4.99	2022-06-29 16:04:29.264495+00
16286	391	1	210	2.99	2022-06-24 11:49:45.081426+00
16303	400	2	894	5.99	2022-06-04 23:40:09.214994+00
16304	401	2	167	4.99	2022-06-06 05:29:13.927452+00
16305	401	2	446	4.99	2022-06-11 05:12:07.124432+00
16307	402	2	801	1.99	2022-06-23 15:50:05.892201+00
16323	412	1	717	0.99	2022-06-21 03:57:26.721275+00
16327	414	1	85	4.99	2022-06-12 12:28:36.868379+00
16328	414	1	261	3.99	2022-06-21 21:13:12.710408+00
16332	416	2	1031	2.99	2022-06-18 16:45:07.144592+00
16335	417	2	833	4.99	2022-06-02 05:46:34.443085+00
16346	429	2	150	5.99	2022-06-30 21:25:27.619991+00
16366	437	2	656	4.99	2022-06-04 16:47:00.615786+00
16368	438	2	23	4.99	2022-06-05 01:56:19.906541+00
16381	444	1	557	0.99	2022-06-28 01:33:00.739587+00
16384	446	2	14	0.99	2022-06-28 10:24:21.720418+00
16387	447	1	461	2.99	2022-06-30 00:55:27.830833+00
16392	449	2	325	5.99	2022-06-01 07:03:13.55891+00
16393	449	1	849	7.99	2022-06-10 17:14:06.596771+00
16402	455	2	115	0.99	2022-06-22 09:47:05.969016+00
16407	460	1	223	4.99	2022-06-20 18:55:33.979945+00
16409	460	1	880	0.99	2022-06-04 11:31:22.994883+00
16415	464	1	305	3.99	2022-06-21 19:10:13.579647+00
16417	465	2	640	0.99	2022-06-07 21:21:03.498884+00
16421	468	1	186	4.99	2022-06-09 18:27:53.950868+00
16427	469	2	529	4.99	2022-06-05 22:46:13.331625+00
16448	480	1	720	6.99	2022-06-16 15:46:55.113966+00
16453	482	2	879	0.99	2022-06-07 20:38:55.266486+00
16455	484	2	35	4.99	2022-06-17 07:55:43.269655+00
16457	484	2	727	2.99	2022-06-08 18:22:23.681544+00
16459	486	1	909	8.99	2022-06-29 14:53:59.059025+00
16462	489	1	219	4.99	2022-06-13 13:20:59.472374+00
16473	496	2	322	4.99	2022-06-11 01:09:49.021998+00
16477	498	1	429	8.99	2022-06-21 15:47:24.139929+00
16495	504	1	838	4.99	2022-06-26 07:33:09.646909+00
16502	506	2	907	0.99	2022-06-15 18:00:37.078477+00
16505	507	1	52	0.99	2022-06-24 22:04:03.67202+00
16509	509	1	22	4.99	2022-06-26 14:28:25.793322+00
16510	509	1	831	8.99	2022-06-28 08:53:29.402436+00
16513	510	2	1118	4.99	2022-06-11 15:12:27.328917+00
16515	511	1	819	3.99	2022-06-16 08:32:58.081894+00
16529	524	2	118	0.99	2022-06-06 22:14:53.544634+00
16535	528	1	204	0.99	2022-06-24 01:02:21.634638+00
16539	528	2	793	5.99	2022-06-22 19:06:55.235257+00
16540	529	1	453	2.99	2022-06-18 14:23:27.025748+00
16548	534	2	304	5.99	2022-06-15 13:13:20.513134+00
16557	538	2	594	2.99	2022-06-27 11:56:56.803784+00
16559	539	2	250	4.99	2022-06-17 13:46:59.041865+00
16573	547	1	306	0.99	2022-06-23 21:25:59.738649+00
16574	547	2	443	8.99	2022-06-14 09:41:56.855127+00
16575	547	2	1094	1.99	2022-06-10 08:49:32.2834+00
16576	548	2	177	6.99	2022-06-13 02:49:46.438882+00
16578	548	2	872	3.99	2022-06-28 23:02:20.91616+00
16582	549	2	1086	4.99	2022-06-26 20:55:15.83764+00
16597	557	1	478	4.99	2022-06-20 06:06:56.1196+00
16612	569	2	53	4.99	2022-06-27 17:20:27.797293+00
16614	569	1	624	4.99	2022-06-04 19:51:11.638065+00
16628	576	2	755	2.99	2022-06-02 15:28:24.610533+00
16629	576	1	968	0.99	2022-06-02 08:31:22.789464+00
16659	596	2	782	1.99	2022-06-26 07:56:12.125937+00
16666	204	2	251	0.99	2022-06-21 02:55:36.526379+00
16667	204	2	399	4.99	2022-06-01 13:31:53.977106+00
16669	204	1	1016	1.99	2022-06-22 04:44:15.596477+00
