16056	270	1	193	1.99	2022-02-03 01:49:30.663659+00
16075	278	1	1092	4.99	2022-02-14 16:08:09.981165+00
16077	279	2	1019	0.99	2022-02-09 21:43:26.740315+00
16078	280	1	1014	4.99	2022-02-06 00:01:36.023609+00
16103	294	1	595	1.99	2022-02-02 05:00:37.57789+00
16107	296	1	869	4.99	2022-02-07 13:43:52.208634+00
16122	303	1	265	0.99	2022-02-20 17:52:56.731619+00
16129	306	2	375	3.99	2022-02-11 02:36:17.845334+00
16130	306	2	672	6.99	2022-02-09 21:22:58.885179+00
16131	307	2	413	4.99	2022-02-27 21:03:23.082646+00
16133	307	1	614	1.99	2022-02-23 14:07:39.213376+00
16154	315	1	537	8.99	2022-02-21 06:42:18.733228+00
16164	321	2	200	4.99	2022-02-14 17:26:09.023532+00
16167	322	2	166	0.99	2022-02-20 06:34:26.22591+00
16173	325	1	131	5.99	2022-02-08 10:29:05.367166+00
16180	330	2	967	7.99	2022-02-09 14:41:36.737746+00
16184	332	1	1000	6.99	2022-02-01 01:45:54.586456+00
16189	337	1	572	4.99	2022-02-23 05:11:54.387724+00
16196	344	2	813	5.99	2022-02-02 02:20:47.90095+00
16197	345	1	206	0.99	2022-02-14 05:25:00.270052+00
16213	356	2	1088	4.99	2022-02-15 14:01:58.817322+00
16225	362	2	1035	4.99	2022-02-02 11:08:26.413593+00
16244	371	1	384	5.99	2022-02-28 05:52:58.002006+00
16246	371	1	829	2.99	2022-02-27 01:51:01.15992+00
16251	374	2	910	2.99	2022-02-11 20:39:27.589401+00
16257	376	1	554	0.99	2022-02-04 22:48:23.861476+00
16258	378	1	347	0.99	2022-02-19 06:24:02.78365+00
16261	380	1	847	3.99	2022-02-21 22:19:33.491752+00
16267	383	2	63	0.99	2022-02-18 12:35:34.656209+00
16273	385	1	917	2.99	2022-02-28 05:37:51.844587+00
16275	386	1	583	7.99	2022-02-14 20:32:24.785096+00
16277	387	1	697	7.99	2022-02-10 23:33:12.863001+00
16280	388	2	21	4.99	2022-02-17 00:25:20.23109+00
16287	391	1	317	5.99	2022-02-01 04:52:01.826482+00
16291	393	2	886	0.99	2022-02-26 12:17:02.772332+00
16299	399	2	883	4.99	2022-02-11 05:41:52.93807+00
16312	405	2	770	4.99	2022-02-04 18:44:50.15319+00
16324	412	2	1043	3.99	2022-02-03 23:00:03.697719+00
16337	420	2	744	4.99	2022-02-16 04:55:58.316361+00
16343	426	2	604	0.99	2022-02-23 09:01:45.440786+00
16347	429	2	290	2.99	2022-02-11 12:31:33.966222+00
16350	429	2	844	4.99	2022-02-24 19:25:19.71155+00
16352	430	1	364	4.99	2022-02-02 23:14:15.58862+00
16356	432	1	897	8.99	2022-02-25 20:12:34.901786+00
16358	433	1	691	10.99	2022-02-22 12:56:36.816232+00
16379	443	2	1068	4.99	2022-02-10 20:15:16.512303+00
16380	444	1	201	8.99	2022-02-02 12:28:11.734463+00
16386	446	1	355	4.99	2022-02-25 12:21:40.859112+00
16396	451	2	328	2.99	2022-02-22 02:31:45.142927+00
16397	451	2	1113	2.99	2022-02-24 17:52:45.886487+00
16403	455	2	343	0.99	2022-02-07 19:31:51.363246+00
16406	459	2	2	2.99	2022-02-21 17:38:11.389365+00
16414	463	1	560	1.99	2022-02-01 22:37:54.336913+00
16419	467	2	225	4.99	2022-02-21 09:27:15.202636+00
16431	471	1	616	2.99	2022-02-15 07:15:03.081894+00
16444	477	1	882	2.99	2022-02-08 04:42:18.104934+00
16446	479	1	709	7.99	2022-02-13 03:37:17.14323+00
16460	486	2	946	2.99	2022-02-17 00:47:36.343249+00
16461	486	2	1129	0.99	2022-02-22 16:36:22.316244+00
16465	490	2	676	4.99	2022-02-19 14:00:18.914871+00
16470	494	1	608	4.99	2022-02-19 20:04:22.751108+00
16472	495	2	741	4.99	2022-02-26 04:42:42.604235+00
16479	499	2	89	2.99	2022-02-17 17:52:33.004863+00
16485	502	2	258	2.99	2022-02-08 16:16:46.013726+00
