16066	274	1	208	4.99	2022-04-15 12:28:07.452161+00
16069	274	2	474	2.99	2022-04-27 18:46:10.151444+00
16074	277	2	308	6.99	2022-04-04 10:51:07.496345+00
16091	288	2	93	3.99	2022-04-26 10:18:58.440363+00
16092	288	2	427	6.99	2022-04-05 13:22:55.687336+00
16097	291	2	747	4.99	2022-04-05 23:50:05.282763+00
16105	296	2	162	4.99	2022-04-21 22:14:50.79075+00
16106	296	1	511	5.99	2022-04-18 06:28:00.951682+00
16110	297	1	954	3.99	2022-04-23 03:59:08.79475+00
16111	298	1	383	3.99	2022-04-11 10:42:36.51958+00
16115	300	1	780	3.99	2022-04-15 08:51:41.751406+00
16118	301	2	227	5.99	2022-04-17 09:00:39.810165+00
16123	303	1	871	2.99	2022-04-23 17:40:51.221424+00
16127	304	2	937	2.99	2022-04-06 16:38:25.44628+00
16136	309	2	218	6.99	2022-04-28 08:56:20.407695+00
16139	311	2	274	5.99	2022-04-28 08:36:38.13836+00
16141	311	1	952	2.99	2022-04-29 11:07:54.736744+00
16148	313	2	669	4.99	2022-04-25 18:41:26.136466+00
16155	315	1	551	4.99	2022-04-21 11:31:54.034245+00
16156	316	1	16	4.99	2022-04-30 08:18:47.668622+00
16162	319	1	149	3.99	2022-04-16 07:39:53.437078+00
16169	323	1	58	4.99	2022-04-13 18:27:27.261586+00
16171	323	1	878	5.99	2022-04-19 05:12:12.102748+00
16175	326	2	981	4.99	2022-04-03 01:40:30.519157+00
16183	332	2	600	3.99	2022-04-23 11:32:32.576142+00
16185	333	1	4	4.99	2022-04-12 07:42:01.166425+00
16192	339	1	876	5.99	2022-04-22 19:26:26.980741+00
16198	345	1	363	0.99	2022-04-14 00:06:20.025074+00
16199	346	1	65	4.99	2022-04-21 20:04:47.370318+00
16205	350	1	802	4.99	2022-04-13 06:10:24.399149+00
16208	353	2	1103	6.99	2022-04-25 17:09:08.130077+00
16218	359	1	284	8.99	2022-04-12 14:03:12.580384+00
16222	360	2	777	4.99	2022-04-16 23:43:01.944984+00
16226	363	1	733	3.99	2022-04-25 19:32:24.73075+00
16228	365	2	120	5.99	2022-04-23 07:16:05.084908+00
16232	367	1	1089	2.99	2022-04-29 04:01:04.358751+00
16241	371	1	26	3.99	2022-04-09 00:01:23.727037+00
16243	371	2	381	4.99	2022-04-10 11:45:31.439201+00
16245	371	1	825	0.99	2022-04-01 19:10:22.170941+00
16254	375	1	412	4.99	2022-04-21 06:54:45.591772+00
16255	375	2	749	4.99	2022-04-20 20:34:24.893572+00
16268	383	1	766	8.99	2022-04-01 13:51:04.362444+00
16270	384	2	279	2.99	2022-04-08 11:04:02.613787+00
16272	384	2	1013	2.99	2022-04-28 09:00:33.322527+00
16281	388	2	411	4.99	2022-04-04 08:07:40.321303+00
16293	394	1	977	2.99	2022-04-19 21:06:46.026301+00
16294	396	2	641	5.99	2022-04-26 08:36:44.984602+00
16306	401	2	811	1.99	2022-04-12 20:19:14.330982+00
16311	405	1	121	2.99	2022-04-13 01:20:51.759149+00
16313	406	1	855	0.99	2022-04-07 11:47:14.962156+00
16314	407	1	619	7.99	2022-04-11 18:17:39.612668+00
16317	408	1	526	2.99	2022-04-10 09:48:14.484483+00
16325	413	1	40	4.99	2022-04-26 20:31:47.261954+00
16334	417	2	630	8.99	2022-04-10 09:34:23.573205+00
16338	421	1	507	0.99	2022-04-05 23:32:45.605467+00
16353	431	2	1126	2.99	2022-04-24 21:02:20.985736+00
16371	439	1	126	2.99	2022-04-26 19:42:27.416374+00
16377	442	2	558	6.99	2022-04-19 16:57:24.80407+00
16382	445	1	481	2.99	2022-04-21 02:12:50.037713+00
16385	446	1	236	0.99	2022-04-23 03:51:39.709105+00
16394	450	2	548	3.99	2022-04-10 22:48:05.364793+00
16400	452	1	726	1.99	2022-04-02 14:59:45.228075+00
16411	461	1	684	6.99	2022-04-27 01:44:55.339362+00
16418	466	2	1104	2.99	2022-04-28 02:48:32.415538+00
16422	468	2	296	6.99	2022-04-11 15:12:47.161975+00
16423	468	2	459	0.99	2022-04-25 08:28:57.95314+00
16424	468	1	673	0.99	2022-04-07 15:25:39.357037+00
16429	469	1	1119	2.99	2022-04-06 03:49:52.277584+00
16430	470	2	60	2.99	2022-04-09 04:52:12.901836+00
16436	473	1	348	4.99	2022-04-13 04:33:02.668653+00
16437	473	2	942	2.99	2022-04-12 10:46:32.454888+00
16440	475	2	417	4.99	2022-04-06 14:39:47.967625+00
16445	479	2	132	3.99	2022-04-18 07:23:29.250426+00
16450	481	2	1109	5.99	2022-04-07 21:16:49.008957+00
16452	482	2	680	2.99	2022-04-08 19:56:56.106453+00
16464	490	2	585	6.99	2022-04-09 05:10:23.932248+00
16467	491	2	1097	0.99	2022-04-12 18:13:47.940659+00
16471	495	2	623	4.99	2022-04-09 12:56:03.199166+00
16474	496	2	966	0.99	2022-04-19 09:06:11.854225+00
16475	497	1	1100	7.99	2022-04-15 07:05:36.218872+00
16481	500	1	389	8.99	2022-04-10 16:31:31.934763+00
16484	501	1	605	1.99	2022-04-02 17:07:09.228573+00
16486	502	1	861	0.99	2022-04-21 06:15:58.118546+00
16487	502	1	893	2.99	2022-04-03 00:56:30.00383+00
16489	503	2	109	1.99	2022-04-30 10:26:54.50778+00
16490	503	1	353	5.99	2022-04-21 22:31:32.354962+00
16494	504	2	470	4.99	2022-04-14 00:08:14.658725+00
16516	513	2	993	4.99	2022-04-30 14:46:07.452729+00
16544	532	1	43	2.99	2022-04-10 21:52:28.194154+00
16547	533	1	615	5.99	2022-04-09 21:07:39.485551+00
16550	535	1	37	0.99	2022-04-05 17:02:00.731942+00
16554	536	1	237	0.99	2022-04-16 15:20:12.453093+00
16560	539	1	342	0.99	2022-04-14 22:34:46.989441+00
16579	549	1	6	0.99	2022-04-10 11:06:45.478746+00
16585	551	1	728	2.99	2022-04-11 15:02:19.099512+00
16587	551	2	969	4.99	2022-04-15 06:01:35.403144+00
16595	556	1	1083	3.99	2022-04-22 14:50:07.065652+00
16596	557	2	467	4.99	2022-04-17 04:39:51.076442+00
16603	562	1	1139	5.99	2022-04-29 22:11:11.358685+00
16615	569	1	647	1.99	2022-04-14 10:19:31.13671+00
16618	571	1	228	9.99	2022-04-12 20:14:01.645283+00
16620	572	2	559	7.99	2022-04-14 14:04:00.445778+00
16626	575	2	769	2.99	2022-04-26 17:02:40.214052+00
16638	584	1	920	4.99	2022-04-09 19:05:33.402482+00
16640	586	1	900	8.99	2022-04-17 15:49:42.070402+00
16641	587	1	181	4.99	2022-04-28 03:30:13.744621+00
16643	588	1	576	2.99	2022-04-24 03:54:55.749195+00
16649	593	1	790	2.99	2022-04-25 13:01:16.340198+00
16657	596	2	625	0.99	2022-04-08 15:55:09.861264+00
16660	596	1	914	2.99	2022-04-02 22:39:58.977173+00
16670	207	1	39	0.99	2022-04-26 22:05:50.118892+00
16675	207	2	1144	3.99	2022-04-18 08:26:28.243312+00
16676	208	1	100	4.99	2022-04-02 09:20:52.770117+00
16685	6	2	57	4.99	2022-04-13 20:12:38.165715+00
16698	11	1	987	6.99	2022-04-01 16:27:02.063214+00
16703	14	1	525	5.99	2022-04-23 10:08:53.504465+00
